protein.Accession,protein.Description,protein.seqCover(%)_KOGSK_Rep1,protein.fmolOnColumn_KOGSK_Rep1,protein.ngramOnColumn_KOGSK_Rep1,protein.seqCover(%)_KOGSK_Rep2,protein.fmolOnColumn_KOGSK_Rep2,protein.ngramOnColumn_KOGSK_Rep2,protein.seqCover(%)_KOGSK_Rep3,protein.fmolOnColumn_KOGSK_Rep3,protein.ngramOnColumn_KOGSK_Rep3,protein.seqCover(%)_WT_Rep1,protein.fmolOnColumn_WT_Rep1,protein.ngramOnColumn_WT_Rep1,protein.seqCover(%)_WT_Rep2,protein.fmolOnColumn_WT_Rep2,protein.ngramOnColumn_WT_Rep2,protein.seqCover(%)_WT_Rep3,protein.fmolOnColumn_WT_Rep3,protein.ngramOnColumn_WT_Rep3
CORO7_HUMAN,Coronin-7 OS=Homo sapiens GN=CORO7 PE=1 SV=2,16.32,140.3917,14.2763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PDDC1_HUMAN,Parkinson disease 7 domain-containing protein 1 OS=Homo sapiens GN=PDDC1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.18,41.7453,0.994
ST14_HUMAN,Suppressor of tumorigenicity 14 protein OS=Homo sapiens GN=ST14 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.78,37.8402,3.6724,NaN,NaN,NaN
ERLEC_HUMAN,Endoplasmic reticulum lectin 1 OS=Homo sapiens GN=ERLEC1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.73,12.7169,0.7085
CENPK_HUMAN,Centromere protein K OS=Homo sapiens GN=CENPK PE=1 SV=1,7.06,186.9262,5.9492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ERBB2_HUMAN,Receptor tyrosine-protein kinase erbB-2 OS=Homo sapiens GN=ERBB2 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.37,50.1551,7.0857,NaN,NaN,NaN
BI1_HUMAN,Bax inhibitor 1 OS=Homo sapiens GN=TMBIM6 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.44,17.9032,0.4802
KMCP1_HUMAN,Kidney mitochondrial carrier protein 1 OS=Homo sapiens GN=SLC25A30 PE=2 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.22,5.9059,0.1935
CF010_HUMAN,Uncharacterized protein C6orf10 OS=Homo sapiens GN=C6orf10 PE=2 SV=3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.5,13.9136,0.8614,NaN,NaN,NaN,NaN,NaN,NaN
OR2G3_HUMAN,Olfactory receptor 2G3 OS=Homo sapiens GN=OR2G3 PE=2 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,2.91,1.462,0.0512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ANR50_HUMAN,Ankyrin repeat domain-containing protein 50 OS=Homo sapiens GN=ANKRD50 PE=1 SV=4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.51,16.7201,2.6384
GCP3_HUMAN,Gamma-tubulin complex component 3 OS=Homo sapiens GN=TUBGCP3 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.76,66.1013,6.899
GALT_HUMAN,Galactose-1-phosphate uridylyltransferase OS=Homo sapiens GN=GALT PE=1 SV=3,NaN,NaN,NaN,NaN,NaN,NaN,19.53,10.398,0.4539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HAUS4_HUMAN,HAUS augmin-like complex subunit 4 OS=Homo sapiens GN=HAUS4 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.42,7.032,0.3014,NaN,NaN,NaN
PACE1_HUMAN,Protein-associating with the carboxyl-terminal domain of ezrin OS=Homo sapiens GN=SCYL3 PE=1 SV=3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.36,2.783,0.2331,NaN,NaN,NaN,NaN,NaN,NaN
CC151_HUMAN,Coiled-coil domain-containing protein 151 OS=Homo sapiens GN=CCDC151 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.82,46.09,3.1945,NaN,NaN,NaN
B3GN3_HUMAN,N-acetyllactosaminide beta-1_3-N-acetylglucosaminyltransferase 3 OS=Homo sapiens GN=B3GNT3 PE=1 SV=2,NaN,NaN,NaN,23.39,0.4617,0.0199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
K0195_HUMAN,Uncharacterized protein KIAA0195 OS=Homo sapiens GN=KIAA0195 PE=1 SV=1,7.96,128.958,19.8231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
REC04_HUMAN,Endogenous retrovirus group K member 104 Rec protein OS=Homo sapiens GN=HERV-K104 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,30.48,3.4962,0.0414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PCDB5_HUMAN,Protocadherin beta-5 OS=Homo sapiens GN=PCDHB5 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,16.35,5.9858,0.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GRM7_HUMAN,Metabotropic glutamate receptor 7 OS=Homo sapiens GN=GRM7 PE=1 SV=1,NaN,NaN,NaN,11.69,12.432,1.291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
URAD_HUMAN,Putative 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase OS=Homo sapiens GN=URAD PE=5 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.61,1.5838,0.0306
ZN140_HUMAN,Zinc finger protein 140 OS=Homo sapiens GN=ZNF140 PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.07,7.7181,0.4196
LIPA2_HUMAN,Liprin-alpha-2 OS=Homo sapiens GN=PPFIA2 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.09,48.2199,6.9342
IPP2_HUMAN,Protein phosphatase inhibitor 2 OS=Homo sapiens GN=PPP1R2 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.88,10.7292,0.2475
LSM1_HUMAN,U6 snRNA-associated Sm-like protein LSm1 OS=Homo sapiens GN=LSM1 PE=1 SV=1,42.11,51.0156,0.7744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ERG28_HUMAN,Probable ergosterol biosynthetic protein 28 OS=Homo sapiens GN=C14orf1 PE=1 SV=1,27.14,28.2293,0.451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TTC25_HUMAN,Tetratricopeptide repeat protein 25 OS=Homo sapiens GN=TTC25 PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,173.841,13.3953
F188A_HUMAN,Protein FAM188A OS=Homo sapiens GN=FAM188A PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,12.36,24.1669,1.2182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RAPSN_HUMAN,43 kDa receptor-associated protein of the synapse OS=Homo sapiens GN=RAPSN PE=1 SV=4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.29,78.7576,3.743
UFC1_HUMAN,Ubiquitin-fold modifier-conjugating enzyme 1 OS=Homo sapiens GN=UFC1 PE=1 SV=3,24.55,188.2518,3.6953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BAG5_HUMAN,BAG family molecular chaperone regulator 5 OS=Homo sapiens GN=BAG5 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,26.17,10.5029,0.5437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SH321_HUMAN,SH3 domain-containing protein 21 OS=Homo sapiens GN=SH3D21 PE=2 SV=2,NaN,NaN,NaN,25.63,14.391,1.0173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CTGE9_HUMAN,cTAGE family member 9 OS=Homo sapiens GN=CTAGE9 PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.25,58.7753,5.1896
NAV1_HUMAN,Neuron navigator 1 OS=Homo sapiens GN=NAV1 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.18,51.9317,10.5532
TSG13_HUMAN,Testis-specific gene 13 protein OS=Homo sapiens GN=TSGA13 PE=2 SV=1,22.18,146.1878,4.6539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PRPC_HUMAN,Salivary acidic proline-rich phosphoprotein 1/2 OS=Homo sapiens GN=PRH1 PE=1 SV=2,26.51,137.5856,2.3412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAX_HUMAN,Protein max OS=Homo sapiens GN=MAX PE=1 SV=1,51.25,113.8474,2.0805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BPIB1_HUMAN,BPI fold-containing family B member 1 OS=Homo sapiens GN=BPIFB1 PE=1 SV=1,NaN,NaN,NaN,13.64,12.7928,0.6731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ABCA9_HUMAN,ATP-binding cassette sub-family A member 9 OS=Homo sapiens GN=ABCA9 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.59,70.9156,13.1874,NaN,NaN,NaN
BBS5_HUMAN,Bardet-Biedl syndrome 5 protein OS=Homo sapiens GN=BBS5 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.25,114.2574,4.4476,NaN,NaN,NaN
TRUB2_HUMAN,Probable tRNA pseudouridine synthase 2 OS=Homo sapiens GN=TRUB2 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.4,34.8718,1.2895
IPKB_HUMAN,cAMP-dependent protein kinase inhibitor beta OS=Homo sapiens GN=PKIB PE=2 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.49,0.4614,0.0039,NaN,NaN,NaN,NaN,NaN,NaN
VMA21_HUMAN,Vacuolar ATPase assembly integral membrane protein VMA21 OS=Homo sapiens GN=VMA21 PE=1 SV=1,17.82,43.8254,0.4976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ABC3A_HUMAN,DNA dC->dU-editing enzyme APOBEC-3A OS=Homo sapiens GN=APOBEC3A PE=1 SV=3,17.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NU4M_HUMAN,NADH-ubiquinone oxidoreductase chain 4 OS=Homo sapiens GN=MT-ND4 PE=1 SV=1,8.71,36.9349,1.9115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CCD92_HUMAN,Coiled-coil domain-containing protein 92 OS=Homo sapiens GN=CCDC92 PE=1 SV=2,21.75,13.3162,0.4937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESX1_HUMAN,Homeobox protein ESX1 OS=Homo sapiens GN=ESX1 PE=1 SV=3,NaN,NaN,NaN,13.05,0.3307,0.0147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DPOE3_HUMAN,DNA polymerase epsilon subunit 3 OS=Homo sapiens GN=POLE3 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.65,13.7428,0.2325,NaN,NaN,NaN
ZN227_HUMAN,Zinc finger protein 227 OS=Homo sapiens GN=ZNF227 PE=2 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.89,2.9151,0.2759,NaN,NaN,NaN,NaN,NaN,NaN
ZKSC2_HUMAN,Zinc finger protein with KRAB and SCAN domains 2 OS=Homo sapiens GN=ZKSCAN2 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.86,44.4963,5.0202
HD_HUMAN,Huntingtin OS=Homo sapiens GN=HTT PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.16,49.7405,17.4886,NaN,NaN,NaN
SNAPN_HUMAN,SNARE-associated protein Snapin OS=Homo sapiens GN=SNAPIN PE=1 SV=1,18.38,164.503,2.4562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HEMK2_HUMAN,HemK methyltransferase family member 2 OS=Homo sapiens GN=N6AMT1 PE=1 SV=3,NaN,NaN,NaN,11.68,18.1252,0.4192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AT8B2_HUMAN,Phospholipid-transporting ATPase ID OS=Homo sapiens GN=ATP8B2 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.94,20.1298,2.7919,NaN,NaN,NaN,NaN,NaN,NaN
SFT2B_HUMAN,Vesicle transport protein SFT2B OS=Homo sapiens GN=SFT2D2 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,16.88,23.9378,0.4352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PHF19_HUMAN,PHD finger protein 19 OS=Homo sapiens GN=PHF19 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.17,8.1685,0.546
SEM3F_HUMAN,Semaphorin-3F OS=Homo sapiens GN=SEMA3F PE=2 SV=2,NaN,NaN,NaN,19.62,14.1917,1.2713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MNS1_HUMAN,Meiosis-specific nuclear structural protein 1 OS=Homo sapiens GN=MNS1 PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.64,32.6739,1.9847,NaN,NaN,NaN,NaN,NaN,NaN
TFCP2_HUMAN,Alpha-globin transcription factor CP2 OS=Homo sapiens GN=TFCP2 PE=1 SV=2,12.55,69.0712,3.9862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GATB_HUMAN,Glutamyl-tRNA(Gln) amidotransferase subunit B_ mitochondrial OS=Homo sapiens GN=GATB PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.57,95.9454,5.9794,NaN,NaN,NaN,NaN,NaN,NaN
LCA5_HUMAN,Lebercilin OS=Homo sapiens GN=LCA5 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.93,8.5664,0.6915,NaN,NaN,NaN,NaN,NaN,NaN
UBP33_HUMAN,Ubiquitin carboxyl-terminal hydrolase 33 OS=Homo sapiens GN=USP33 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.19,21.9439,2.3833
IFT80_HUMAN,Intraflagellar transport protein 80 homolog OS=Homo sapiens GN=IFT80 PE=1 SV=3,14.29,71.9891,6.3868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RABEK_HUMAN,Rab9 effector protein with kelch motifs OS=Homo sapiens GN=RABEPK PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.09,12.2157,0.5032
TM147_HUMAN,Transmembrane protein 147 OS=Homo sapiens GN=TMEM147 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.13,3.4642,0.0887,NaN,NaN,NaN,NaN,NaN,NaN
ITIH5_HUMAN,Inter-alpha-trypsin inhibitor heavy chain H5 OS=Homo sapiens GN=ITIH5 PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.62,9.2537,0.9725
HIRP3_HUMAN,HIRA-interacting protein 3 OS=Homo sapiens GN=HIRIP3 PE=1 SV=3,27.16,92.6918,5.7746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TMC7_HUMAN,Transmembrane channel-like protein 7 OS=Homo sapiens GN=TMC7 PE=2 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.13,5.188,0.4394,NaN,NaN,NaN,NaN,NaN,NaN
NHRF2_HUMAN,Na(+)/H(+) exchange regulatory cofactor NHE-RF2 OS=Homo sapiens GN=SLC9A3R2 PE=1 SV=2,35.31,36.6823,1.3808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PTER_HUMAN,Phosphotriesterase-related protein OS=Homo sapiens GN=PTER PE=1 SV=1,21.49,27.8486,1.1009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NKAP_HUMAN,NF-kappa-B-activating protein OS=Homo sapiens GN=NKAP PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.55,13.109,0.6194
CHST7_HUMAN,Carbohydrate sulfotransferase 7 OS=Homo sapiens GN=CHST7 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.81,248.6906,13.6374
HERP1_HUMAN,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein OS=Homo sapiens GN=HERPUD1 PE=1 SV=1,13.3,8.8089,0.3861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CA2D2_HUMAN,Voltage-dependent calcium channel subunit alpha-2/delta-2 OS=Homo sapiens GN=CACNA2D2 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.39,23.5538,3.0859,NaN,NaN,NaN,NaN,NaN,NaN
PIAS3_HUMAN,E3 SUMO-protein ligase PIAS3 OS=Homo sapiens GN=PIAS3 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.28,130.1402,8.9854
GPC1_HUMAN,Glypican-1 OS=Homo sapiens GN=GPC1 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.89,8.8718,0.5568,NaN,NaN,NaN
HXC12_HUMAN,Homeobox protein Hox-C12 OS=Homo sapiens GN=HOXC12 PE=2 SV=2,23.76,5.2639,0.1603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MGDP1_HUMAN,Magnesium-dependent phosphatase 1 OS=Homo sapiens GN=MDP1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.36,11.9507,0.241
TBA4B_HUMAN,Putative tubulin-like protein alpha-4B OS=Homo sapiens GN=TUBA4B PE=5 SV=2,21.58,127.4307,3.5472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAP1S_HUMAN,Microtubule-associated protein 1S OS=Homo sapiens GN=MAP1S PE=1 SV=2,16.24,102.375,11.5869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CTNA3_HUMAN,Catenin alpha-3 OS=Homo sapiens GN=CTNNA3 PE=1 SV=2,NaN,NaN,NaN,16.65,4.4884,0.4526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2B1A_HUMAN,HLA class II histocompatibility antigen_ DRB1-10 beta chain OS=Homo sapiens GN=HLA-DRB1 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.9,11.5035,0.3491,NaN,NaN,NaN,NaN,NaN,NaN
NPTX2_HUMAN,Neuronal pentraxin-2 OS=Homo sapiens GN=NPTX2 PE=1 SV=2,25.75,76.6004,3.634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CUED2_HUMAN,CUE domain-containing protein 2 OS=Homo sapiens GN=CUEDC2 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.83,3.1993,0.1026
ITIH4_HUMAN,Inter-alpha-trypsin inhibitor heavy chain H4 OS=Homo sapiens GN=ITIH4 PE=1 SV=4,15.48,43.4165,4.4973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ING4_HUMAN,Inhibitor of growth protein 4 OS=Homo sapiens GN=ING4 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.46,13.5907,0.3939,NaN,NaN,NaN
SIR1_HUMAN,NAD-dependent protein deacetylase sirtuin-1 OS=Homo sapiens GN=SIRT1 PE=1 SV=2,25.7,12.0736,0.9993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASH1L_HUMAN,Histone-lysine N-methyltransferase ASH1L OS=Homo sapiens GN=ASH1L PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.83,31.6626,10.6508,NaN,NaN,NaN
CB043_HUMAN,UPF0554 protein C2orf43 OS=Homo sapiens GN=C2orf43 PE=1 SV=1,33.85,82.847,3.1295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SCRB2_HUMAN,Lysosome membrane protein 2 OS=Homo sapiens GN=SCARB2 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.32,9.7022,0.5312,NaN,NaN,NaN
VW5B1_HUMAN,von Willebrand factor A domain-containing protein 5B1 OS=Homo sapiens GN=VWA5B1 PE=1 SV=2,NaN,NaN,NaN,16.15,4.5059,0.6088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
STF1_HUMAN,Steroidogenic factor 1 OS=Homo sapiens GN=NR5A1 PE=1 SV=2,9.11,9.8388,0.5176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CENPN_HUMAN,Centromere protein N OS=Homo sapiens GN=CENPN PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,25.37,9.6317,0.3826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CENPQ_HUMAN,Centromere protein Q OS=Homo sapiens GN=CENPQ PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,37.31,23.2408,0.7124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C43BP_HUMAN,Collagen type IV alpha-3-binding protein OS=Homo sapiens GN=COL4A3BP PE=1 SV=1,9.78,26.232,1.8761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SCLY_HUMAN,Selenocysteine lyase OS=Homo sapiens GN=SCLY PE=1 SV=4,27.64,71.364,3.4564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CYLC1_HUMAN,Cylicin-1 OS=Homo sapiens GN=CYLC1 PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.44,45.5626,3.3957,NaN,NaN,NaN
MICLK_HUMAN,MICAL C-terminal-like protein OS=Homo sapiens GN=MICALCL PE=2 SV=3,NaN,NaN,NaN,19.28,17.0676,1.3238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BEND5_HUMAN,BEN domain-containing protein 5 OS=Homo sapiens GN=BEND5 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.76,42.5132,2.0653
RELN_HUMAN,Reelin OS=Homo sapiens GN=RELN PE=1 SV=3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.17,9.4191,3.7227,NaN,NaN,NaN,NaN,NaN,NaN
ESRP2_HUMAN,Epithelial splicing regulatory protein 2 OS=Homo sapiens GN=ESRP2 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.14,71.8518,5.6947
CP4FN_HUMAN,Cytochrome P450 4F22 OS=Homo sapiens GN=CYP4F22 PE=2 SV=1,12.81,4.4948,0.2813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NOE3_HUMAN,Noelin-3 OS=Homo sapiens GN=OLFM3 PE=2 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.53,4.1606,0.23,NaN,NaN,NaN,NaN,NaN,NaN
